,Number,F true,F guess,d true,d guess,MAE guess,MAE ground truth,MAE spectrum
15,15.0,-0.9600712539863592,-0.9599098563194276,-0.5708309616426165,-0.5708986520767212,0.00011456012725830078,0.0017312279669567945,0.0016962740337476134
16,16.0,-0.8554871977999271,-0.8552913665771484,-0.1630133804200892,-0.16311456263065338,0.0001485198736190796,0.003041940042749048,0.0029247296042740345
17,17.0,-0.7539017722978947,-0.7549967765808105,0.17923793828622142,0.1788598895072937,0.0007365196943283081,0.006383395288139582,0.005661515053361654
18,18.0,-0.9361691418400152,-0.8698396682739258,-0.6883913210962662,-0.8452596664428711,0.1115989089012146,0.0022310083732008934,0.06018387898802757
19,19.0,-0.6858004978025793,-0.687027633190155,-0.25045208120213275,-0.25083258748054504,0.000803828239440918,0.005475932266563177,0.0047708251513540745
20,20.0,-0.7778628528334409,-0.7783597707748413,0.11631985406065927,0.11578547954559325,0.0005156509578227997,0.007634311914443971,0.005147737450897694
21,21.0,-0.8035388034885238,-0.8036327362060547,0.10704179121902667,0.1067914292216301,0.0001721493899822235,0.005197651218622923,0.00459417048841715
22,22.0,-0.8503211951447243,-0.8497601747512817,-0.8262473528917474,-0.8268388509750366,0.0005762577056884768,0.005733010824769735,0.0017717060400173066
23,23.0,-0.9156486011214092,-0.9148257374763488,-0.5034546252759884,-0.5035274028778076,0.00044780969619750977,0.002842854475602508,0.0021389385219663373
24,24.0,0.8760107520045458,0.5928693413734436,-0.1105281616616457,-0.11136968433856964,0.1419914811849594,0.023232005536556244,0.027312209829688072
25,25.0,-0.8867285389293839,-0.8874577283859253,-0.25196710675894474,-0.2521352171897888,0.0004486590623855591,0.003200513776391745,0.0029909927397966385
26,26.0,-0.9370036150215092,-0.936755895614624,-0.8047440309991666,-0.8055170774459839,0.0005103945732116699,0.00398741289973259,0.001700231689028442
27,27.0,-0.8032508731546982,-0.8048791885375977,-0.09172254565182594,-0.09168741106987,0.0008317381143569946,0.0040849451906979075,0.0038610619958490133
28,28.0,-0.794832332933173,-0.7946307063102722,-0.6573551590609419,-0.6577460169792175,0.0002962648868560791,0.004053961485624313,0.002472143154591322
29,29.0,-0.929075834950192,-0.9290983080863952,-0.3482687061529541,-0.3484046757221222,7.921457290649414e-05,0.002738836454227567,0.0026876542251557107
30,30.0,-0.8554871977999271,-0.8549507856369019,-0.8458182542879112,-0.8463286757469177,0.0005234181880950928,0.005572889465838671,0.002145989565178752
31,31.0,-0.7812404463790054,-0.779333233833313,0.7474997609976329,0.7473161220550537,0.001045435667037964,0.009651611559093,0.009407510980963707
32,32.0,-0.8480081578411146,-0.8482645153999329,0.004429331185963835,0.0040734480135142795,0.0003061213064938784,0.0050756437703967094,0.004427045118063688
33,33.0,-0.8192114494575218,-0.8194851279258728,0.5600472157414011,0.5593714714050293,0.0004747211933135985,0.008173820562660694,0.005546088330447674
34,34.0,-0.9641077503747492,-0.963917076587677,-0.050852063933992366,-0.050233080983161926,0.00040482915937900543,0.0037995255552232265,0.002932114293798805
35,35.0,-0.9357098409611778,-0.9359223246574402,-0.5349220812402443,-0.5350063443183899,0.00014838576316833496,0.002138394396752119,0.0020736015867441893
36,36.0,-0.1611875620623033,-0.15766769647598267,0.27451300774282433,0.2741152346134186,0.00195881724357605,0.01590796560049057,0.015227241441607475
37,37.0,-0.7539017722978947,-0.7524599432945251,-0.3121112026663708,-0.3123454749584198,0.000838056206703186,0.003872907720506191,0.0034430339001119137
38,38.0,-0.9121792717086832,-0.9119631052017212,-0.9148789346253822,-0.91588693857193,0.0006120800971984862,0.003756646998226642,0.0023568675387650733
39,39.0,-0.9972096668454616,-0.9961662888526917,-0.7214682200106112,-0.8598012924194336,0.06968823075294495,0.002293330617249012,0.009371454827487469
40,40.0,-0.9739552657590156,-0.9733963012695312,-0.811805610856873,-0.8128760457038879,0.0008147060871124268,0.0032406451646238565,0.0017730725230649114
41,41.0,-0.6886745495586989,-0.6861469149589539,0.3616893140162996,0.3615882694721222,0.0013143420219421387,0.005849154200404882,0.005616034381091596
42,42.0,-0.3478171632289273,-0.3454386591911316,-0.5342046157195869,-0.5344810485839844,0.0013274699449539185,0.0058893789537251,0.005211383104324341
43,43.0,-0.817828239567781,-0.8172339200973511,-0.8181765952030325,-0.8187344074249268,0.0005760788917541504,0.0059118615463376045,0.002138788579031825
44,44.0,-0.9537184314172816,-0.9541890621185304,-0.7623617299940698,-0.7627078294754028,0.00040838122367858887,0.003053584601730109,0.0022324053570628166
45,45.0,-0.639580179688428,-0.641381561756134,0.2652698038794762,0.2651212215423584,0.0009749829769134519,0.005286282859742642,0.004970602691173554
46,46.0,-0.7139783500613286,-0.7162632346153259,0.5421063785712935,0.5412606596946716,0.0015653073787689213,0.00991233345121145,0.006612628698348999
47,47.0,-0.5846906481730786,-0.584010899066925,-0.17856653839165906,-0.17886795103549954,0.0004905685782432556,0.006902797147631645,0.006107434164732696
48,48.0,-0.2436986655568432,-0.2187732756137848,-0.1971104691755162,-0.19752897322177887,0.012671947479248049,0.010465464554727076,0.009173898957669737
49,49.0,-0.7264427686408769,-0.7245572209358215,-0.309274103395084,-0.3095844984054565,0.0010979622602462769,0.004504989832639693,0.0038140658289194094
50,50.0,-0.9299000924253968,-0.9295243620872498,-0.4172629254716504,-0.41718554496765137,0.00022655725479125977,0.002573023783043027,0.0023737328592687845
51,51.0,-0.9098850828466342,-0.8048492074012756,-0.6819003349355837,-0.8423339128494263,0.1327347457408905,0.002554386621341109,0.06483864039182663
52,52.0,-0.5846906481730786,-0.5849317908287048,-0.26163284349812044,-0.26218473911285395,0.00039653480052948,0.006375033874064685,0.0036801793612539773
53,53.0,-0.21661601455868854,-0.20836466550827026,0.3788391378210188,0.3780664801597595,0.004512004554271698,0.011048262007534504,0.007326775696128606
54,54.0,-0.923427838460942,-0.923208236694336,-0.5857814577793757,-0.5860342979431152,0.00023621320724487305,0.0022659432142972946,0.0018908083438873289
55,55.0,-0.9881764374870832,-0.9878489375114441,-0.6522694686679397,-0.652450442314148,0.0002542436122894287,0.002933139214292169,0.0021771946921944627
56,56.0,-0.1611875620623033,-0.1604156792163849,-0.7563431014609305,-0.7566679120063782,0.0005483329296112062,0.0063245045021176356,0.005500948522239924
57,57.0,-0.7434846208731265,-0.7445766925811768,-0.7832230571940443,-0.7836921215057373,0.0007805824279785156,0.005019934382289648,0.002321619307622313
58,58.0,-0.9846177207725194,-0.984171986579895,-0.2804982815783209,-0.2810799479484558,0.0005136877298355104,0.00332069955766201,0.002272046403959393
59,59.0,-0.9745563172063902,-0.9742623567581176,-0.3487714118323959,-0.3487190008163452,0.0001731961965560913,0.0026458904612809424,0.002411579480394721
60,60.0,-0.9951571687498528,-0.9946930408477784,-0.5703720092024415,-0.5719497203826904,0.0010209381580352783,0.003117599291726947,0.0023438828065991397
61,61.0,-0.864612027566562,-0.8653135299682617,0.02321926243086744,0.02289335057139397,0.0005136998370289803,0.0036969739012420173,0.002987620886415243
62,62.0,-0.7100375663483539,-0.7089167833328247,-0.8036199091574512,-0.8041006326675415,0.0008007586002349854,0.005209903232753278,0.0021795311477035284
63,63.0,-0.8151860216490713,-0.8138734698295593,-0.3940329551588722,-0.39422476291656494,0.000752180814743042,0.004161040298640728,0.003496611723676324
64,64.0,-0.7603219522043048,-0.7602416276931763,0.06174668257301125,0.06138300895690917,0.000222010537981987,0.005951012950390577,0.005146211944520474
65,65.0,-0.445191997250239,-0.4390046298503876,0.4033780675453733,0.40253326296806335,0.0035160928964614877,0.0123721519485116,0.010299185290932657
66,66.0,-0.9097269182182676,-0.9095221757888794,-0.5408884253704244,-0.5409943461418152,0.00015532970428466797,0.0020824794191867113,0.0019872933626174927
67,67.0,-0.5846906481730786,-0.5836651921272278,-0.141648180566565,-0.1419711858034134,0.000674225389957428,0.005921451840549707,0.004490199498832226
68,68.0,-0.9825140107031364,-0.9691686034202576,-0.6768200763786505,-0.8426842093467712,0.08960476517677307,0.0017786395037546754,0.030932458117604256
69,69.0,-0.6967494812105767,-0.6953781247138977,-0.8008773101003488,-0.801369309425354,0.0009316802024841306,0.005304369144141674,0.0022267606109380718
70,70.0,-0.8640710360113655,-0.8639376163482666,0.4047814361534712,0.4039028584957123,0.000505983829498291,0.008023764006793499,0.0046776123344898215
71,71.0,-0.9203730439250888,-0.9202612638473512,-0.2984694542608342,-0.2986006438732147,0.0001214742660522461,0.00230540637858212,0.002123885089531541
72,72.0,-0.8880976806864314,-0.8881551027297974,-0.3407142693568384,-0.34069785475730896,3.691017627716065e-05,0.0028578233905136585,0.0028628483414649963
73,73.0,-0.9846177207725194,-0.9842902421951294,-0.4016775183651301,-0.4019183218479157,0.0002841353416442871,0.002403409220278263,0.002009000163525343
74,74.0,-0.9977329354879508,-0.9958834052085876,-0.6691193452863495,-0.8395408391952515,0.08613550662994385,0.0020923702977597713,0.006458316929638386
75,75.0,-0.7131530076849408,-0.7116408348083496,-0.4857488136780483,-0.4860882163047791,0.0009257793426513672,0.004008539952337742,0.0032216024119406947
76,76.0,-0.9266252958650376,-0.926188826560974,-0.3739112949199303,-0.3743070960044861,0.0004161447286605835,0.00331311603076756,0.0023933821357786647
77,77.0,0.31038877138332177,0.3383522033691406,-0.20550622951164346,-0.20602457225322726,0.014240883290767668,0.015459977090358734,0.014187300577759744
78,78.0,-0.07740095099345204,-0.08993509411811829,-0.060767496366938185,-0.06087180599570274,0.006319224834442139,0.00868038274347782,0.008249619975686073
79,79.0,-0.9712227231977478,-0.97111839056015,-0.6302142359382795,-0.6307758688926697,0.00033298134803771967,0.002542990492656827,0.0018332827603444453
80,80.0,-0.9438731286143124,-0.9436358809471128,-0.35220507089111264,-0.3524915874004364,0.0002618730068206787,0.002782245865091681,0.0024786435533314943
81,81.0,-0.8247995927374537,-0.8226864337921143,0.6997166601412712,0.7002915143966675,0.0013439953327178955,0.01107421424239874,0.009869373403489591
82,82.0,-0.9324873949579828,-0.9330837726593018,-0.7644706119865993,-0.7649126648902893,0.0005192160606384277,0.003615659661591053,0.0024827762972563505
83,83.0,-0.9372894853209216,-0.9364845752716064,-0.8271023459290607,-0.827738881111145,0.0007207095623016357,0.004155050963163376,0.001724785310216248
84,84.0,-0.6800672197580331,-0.6803509593009949,-0.3435956597751978,-0.34371939301490784,0.0002037286758422852,0.003776394994929433,0.003613897832110524
85,85.0,-0.9603344250290335,-0.9599289298057556,-0.6392814009156865,-0.6399301290512085,0.000527113676071167,0.0035514088813215494,0.001761161140166223
86,86.0,-0.9969978844684726,-0.9960918426513672,-0.868043281708055,-0.8612291216850281,0.0038601160049438477,0.0030505254399031396,0.0027484407182782893
87,87.0,-0.9754922841051742,-0.972725510597229,-0.9536342456321384,-0.9592395424842834,0.004186034202575685,0.008918244391679764,0.004519646055996418
88,88.0,-0.8122208054632217,-0.813511073589325,0.15177419533981545,0.15126284956932068,0.0009008049964904783,0.006075853016227486,0.0038780551403760906
89,89.0,-0.9467079782962134,-0.9462358355522156,-0.6401180410219681,-0.6407080888748169,0.0005310773849487305,0.003809230402112007,0.0017355477903038265
90,90.0,-0.7937468842042767,-0.7939500212669373,0.473248022596367,0.4726067781448364,0.0004221946001052856,0.0071012102998793125,0.00446557067334652
91,91.0,-0.9591318741283604,-0.9593742489814758,-0.2362505432551681,-0.2360648214817047,0.00021404027938842768,0.0025000504683703184,0.0024053393863141537
92,92.0,-0.8343816613227037,-0.8346174359321594,-0.6974886565667259,-0.6977313160896301,0.00023922324180603027,0.0024984278716146946,0.002104490762576461
93,93.0,-0.8122208054632217,-0.8129708766937256,0.13952127836811526,0.13910037279129028,0.0005854815244674683,0.005503896623849869,0.0044014970771968365
94,94.0,-0.8851430360745158,-0.886256992816925,-0.08360380646632379,-0.08348413556814194,0.000616811215877533,0.003143214387819171,0.002605236368253827
95,95.0,-0.9875688181336744,-0.9872223138809204,-0.4877192787758358,-0.4873951077461242,0.0003353208303451538,0.002713778056204319,0.001873778412118554
96,96.0,-0.445191997250239,-0.4440589845180512,-0.16722620167637198,-0.16776275634765625,0.0008347928524017334,0.009160361252725123,0.007787870243191719
97,97.0,-0.9301517588014988,-0.9302210807800292,-0.2787574739556261,-0.2788621485233307,8.699297904968262e-05,0.0019954917952418327,0.0019048848189413548
98,98.0,0.3629075438408019,0.348038911819458,-0.8056519014430286,-0.8058531284332275,0.0075349360704422,0.008900076150894165,0.008382641710340977
99,99.0,-0.9357098409611778,-0.9351207613945008,-0.3947616125729205,-0.3951771855354309,0.0005023181438446045,0.003400235669687391,0.0023250470403581853
100,100.0,-0.9123463293263906,-0.9115892052650452,-0.3803221352211156,-0.38069018721580505,0.0005625784397125244,0.0034598472993820906,0.0022252751514315605
101,101.0,-0.9167553334561216,-0.9167369604110718,-0.1363222269883966,-0.13634361326694489,1.987069845199585e-05,0.0029775593429803853,0.0029887324199080467
102,102.0,-0.9988455393022192,-0.9985922574996948,-0.8575824404944713,-0.8405635952949524,0.008636057376861572,0.002544332528486848,0.004323837347328663
103,103.0,-0.8564035208093649,-0.8580956459045409,-0.10977289475289792,-0.10980521142482758,0.0008622147142887115,0.0034981993958354,0.0030248162802308802
104,104.0,-0.9846177207725194,-0.984536111354828,-0.5304304574511146,-0.5304942727088928,7.271766662597656e-05,0.0017542674904689193,0.0017074313946068287
105,105.0,-0.8763786992092275,-0.8764829039573669,0.08960077718675903,0.08928399533033371,0.00021048635244369507,0.004241555463522673,0.003742765868082642
106,106.0,-0.8955595939592083,-0.8950091004371643,-0.5484224955971205,-0.5485488772392273,0.000338435173034668,0.0021221069619059567,0.0018475060351192953
107,107.0,-0.5846906481730786,-0.5862478017807007,-0.6308164217490603,-0.6311466097831726,0.0009436905384063721,0.005292513873428106,0.004440228454768658
108,108.0,-0.8245534401260501,-0.8249834179878235,0.2788194827167382,0.2786351144313812,0.00030717253684997564,0.0056152637116611,0.005306157283484936
109,109.0,-0.9572120089054048,-0.9573605060577391,-0.8771348787421879,-0.8780283927917479,0.0005210041999816895,0.003371899714693427,0.001849024323746562
110,110.0,-0.7522476759823431,-0.7543860077857971,-0.1041123337146706,-0.10412368923425674,0.0010748356580734253,0.003901640186086297,0.0037070722319185725
111,111.0,-0.5001318085272868,-0.5120751857757568,0.8132761763360159,0.8126945495605469,0.006262511014938354,0.02489116229116917,0.02439200691878796
112,112.0,-0.8422941017316016,-0.6563646197319031,-0.7080220160268541,-0.8543061614036559,0.16610682010650635,0.002752219093963504,0.08422768861055374
113,113.0,-0.9152978383896341,-0.915177881717682,-0.5400539667266229,-0.5401539802551271,0.0001100003719329834,0.002093413844704628,0.0020036569330841303
114,114.0,-0.8515242501525413,-0.8531306385993958,-0.06317244880933215,-0.06278066337108612,0.0009990967810153961,0.004163636360317469,0.0029552727937698364
115,115.0,-0.937786016869802,-0.9377469420433044,-0.12669246900309955,-0.12683288753032684,8.975714445114136e-05,0.002786681987345219,0.002699756529182196
116,116.0,0.4163249759986752,0.4281577169895172,-0.2244581978918984,-0.2255329638719559,0.006453752517700195,0.017678065225481987,0.014258637093007563
117,117.0,0.9375142391680424,0.6081687808036804,0.3265993265725348,0.3248221278190613,0.16556133329868314,0.03368158265948296,0.03111884742975235
118,118.0,-0.7131530076849408,-0.19191071391105646,-0.6767563971690589,-0.8387696146965027,0.34162774682044983,0.0037146657705307007,0.05750461667776108
119,119.0,-0.9876635671756778,-0.979279398918152,-0.6731729334983636,-0.8422804474830627,0.0887458324432373,0.002048182301223278,0.02435990609228611
120,120.0,-0.7691637377618399,-0.7688455581665039,-0.639745395870124,-0.64005047082901,0.0003116130828857422,0.0041555501520633715,0.0032377683091908693
121,121.0,-0.8451321826027707,-0.8454116582870483,-0.8062357165821287,-0.8068766593933105,0.000460207462310791,0.005558827891945839,0.001787278219126165
122,122.0,-0.9929615846338536,-0.9923349618911744,-0.3829181403812996,-0.3845207989215851,0.0011146366596221924,0.0040651997551321975,0.002324894070625305
123,123.0,-0.971877102578537,-0.9711666703224182,-0.8197312295430542,-0.8205611109733582,0.0007701516151428223,0.0031480761244893074,0.0016738033154979348
124,124.0,-0.5500050821581646,-0.5507723093032837,-0.3341950657970604,-0.3342983722686768,0.00043526291847229015,0.005560116842389107,0.0052916277199983605
125,125.0,-0.649184322685812,-0.6484401226043701,-0.8118912148968997,-0.8123560547828674,0.0006045401096343994,0.006150351371616125,0.002674837131053209
126,126.0,-0.9925259068943456,-0.987019419670105,-0.682068604042847,-0.8446989059448242,0.0840684175491333,0.002929791808128357,0.014581700786948202
127,127.0,-0.7131530076849408,-0.7123896479606628,-0.8089924165089893,-0.8094906806945801,0.000630795955657959,0.005803852807730436,0.002166044432669878
128,128.0,-0.9984275210084032,-0.997595489025116,-0.4382009685275219,-0.8387647867202759,0.2006979137659073,0.00290127657353878,0.006002211477607489
129,129.0,-0.864612027566562,-0.8658651113510132,-0.756985425172669,-0.7573502659797668,0.0008089542388916018,0.004201852716505528,0.002419662894681096
130,130.0,-0.7864191167767851,-0.7866279482841492,0.06297800142381074,0.06261027604341507,0.00028828904032707214,0.005662596318870783,0.004816340748220682
131,131.0,-0.7513376623376622,-0.7545125484466553,0.7111180918359095,0.711266815662384,0.0016618072986602785,0.007595017086714506,0.0070117162540555
132,132.0,-0.8451321826027707,-0.6283860802650452,-0.6829311725889379,-0.8423664569854736,0.18809068202972407,0.0028974327724426985,0.06585182249546051
133,133.0,-0.99103721117542,-0.9906349182128906,-0.5165487220822687,-0.5160800814628601,0.0004354417324066162,0.002812834922224283,0.0017575665842741726
134,134.0,-0.915297838389634,-0.9148635864257812,-0.6482765627909468,-0.6488227844238281,0.0004902482032775879,0.003840426448732615,0.0017335922457277775
135,135.0,-0.8460314371989859,-0.8446170687675476,-0.8737786441432341,-0.8743642568588257,0.0009999871253967283,0.006509372033178806,0.002545689698308707
136,136.0,-0.8247995927374537,-0.8264400959014893,0.21663929357480474,0.2165687978267669,0.0008554980158805847,0.004765328019857407,0.0045601059682667255
137,137.0,-0.8112287444389518,-0.8130952715873718,0.6379115635433511,0.6380908489227295,0.0010229051113128662,0.007108833640813828,0.006651673465967178
138,138.0,-0.8503211951447243,-0.8492987751960754,-0.37449047041029104,-0.3748358488082886,0.0006838887929916383,0.0041628205217421055,0.002833552425727248
139,139.0,-0.971877102578537,-0.9716687202453612,-0.793978548049205,-0.7949031591415405,0.0005664825439453125,0.0030634922441095114,0.0018543889746069906
140,140.0,-0.794832332933173,-0.8003922700881958,0.5932985103666203,0.5923936367034912,0.0032323896884918213,0.01133034471422434,0.006976475939154625
141,141.0,-0.12182810955010552,-0.11386413127183916,-0.3054574203544982,-0.3062012195587158,0.004353892058134079,0.013661474920809269,0.012051519006490707
142,142.0,-0.9929644310992662,-0.9927143454551696,-0.7300296740060557,-0.7305701375007629,0.0003952682018280029,0.002610534429550171,0.0021141611505299807
143,143.0,-0.9203730439250888,-0.9205060601234436,-0.3514151558260543,-0.3515901565551758,0.00015401840209960938,0.002943722065538168,0.002850842662155628
144,144.0,-0.8579139627110289,-0.8573963046073914,-0.4904128568308268,-0.4905489683151245,0.00032688677310943604,0.0025346202310174704,0.002295732032507658
145,145.0,-0.9312262423487913,-0.9311403632164,-0.36145902187717227,-0.36184704303741455,0.00023695826530456543,0.003070677863433957,0.0026502814143896107
146,146.0,-0.7890123285274238,-0.7891219854354858,-0.29230491064192066,-0.292508602142334,0.0001566857099533081,0.003682516748085618,0.003397744847461581
147,147.0,-0.7111427189353985,-0.70896977186203,0.5632164678149191,0.562261700630188,0.0015638470649719238,0.011584642343223095,0.007095856592059136
148,148.0,-0.8122208054632217,-0.8122743368148804,-0.4118599853583921,-0.4119281172752381,6.082653999328613e-05,0.0031119482591748238,0.0030196011066436768
149,149.0,-0.9266252958650376,-0.9265769124031068,-0.20073782330203868,-0.2003601789474488,0.0002130195498466492,0.003446381306275725,0.002901728730648756
150,150.0,-0.10407528364405468,-0.0876527801156044,0.3926076848612826,0.3919076323509216,0.008561279624700545,0.012488804757595062,0.008927460759878159
151,151.0,-0.7641368300932234,-0.7658856511116028,0.5759571405252337,0.5750293135643005,0.0013383030891418455,0.010906163603067398,0.006941945757716894
152,152.0,0.9999160280594946,0.6253234148025513,-0.8047312795111171,-0.8049612045288086,0.18741127848625186,0.017609896138310432,0.028731547296047214
153,153.0,-0.4656054727817457,-0.4573097825050354,0.3832757835526795,0.382550448179245,0.004510506987571715,0.01118562463670969,0.008515703491866589
154,154.0,-0.8755270317678351,-0.8767467141151428,-0.7611231039544923,-0.7614812850952148,0.0007889270782470702,0.004141069483011961,0.002491098362952471
155,155.0,-0.4656054727817457,-0.4598945379257202,-0.590862092188644,-0.5907255411148071,0.0029237419366836552,0.005182076711207628,0.004715544637292624
156,156.0,-0.4811549213857669,-0.4828044474124909,-0.7341416065315094,-0.7343270182609558,0.0009174793958663939,0.0038955772761255507,0.003370683174580336
157,157.0,-0.6574191265772354,-0.6546747088432312,0.43091484953528303,0.4301933944225311,0.001732945442199707,0.008981733582913877,0.006927243899554014
158,158.0,-0.7522476759823431,-0.7500916123390198,-0.3797700771870797,-0.3800031840801239,0.001194596290588379,0.004323252942413093,0.0035602790303528313
159,159.0,-0.5975766229135557,0.02140357904136181,-0.7264222999794319,-0.8636244535446167,0.3780911564826965,0.0039414865896105775,0.0918995440006256
160,160.0,-0.8032508731546982,-0.8022024035453796,-0.4788571983248181,-0.4790664613246918,0.0006288588047027588,0.0030315774492919445,0.00233164569362998
161,161.0,-0.12182810955010552,-0.12711350619792938,0.15320277375102193,0.1523430049419403,0.003072582185268402,0.015299513004720213,0.013358661904931068
162,162.0,-0.5574147192123258,-0.5564091801643372,-0.1804216069719646,-0.18072929978370667,0.0006566122174263,0.007522915489971638,0.006733996327966453
163,163.0,-0.985125116713352,-0.984719216823578,-0.3484275733440533,-0.3482469618320465,0.0002932548522949219,0.003090903861448169,0.0023665172047913074
164,164.0,-0.9995140865870156,-0.9997204542160034,-0.7324209234532914,-0.8381010890007019,0.05294325947761536,0.0041921092197299,0.003737645456567407
165,165.0,-0.44795929171909454,-0.4493342638015747,-0.2879326237525182,-0.28830307722091675,0.0008727014064788817,0.0063100452534854395,0.005055635701864958
166,166.0,-0.9813349096723708,-0.9810696840286256,-0.211704071686387,-0.21124307811260226,0.0003631189465522766,0.00289398105815053,0.0024334127083420753
167,167.0,-0.8035388034885238,-0.8036848902702332,0.06951495083872054,0.06916137039661407,0.00024983659386634827,0.005731040146201849,0.004998020827770233
168,168.0,-0.6574191265772354,-0.6603381633758545,0.22422714904685312,0.22420227527618408,0.0014719441533088686,0.0062156678177416325,0.006090979091823101
169,169.0,-0.9394273583882202,-0.9399394989013672,-0.7344609448353997,-0.7346389293670654,0.0003450512886047364,0.002732491586357355,0.0021469490602612487
170,170.0,-0.9754922841051742,-0.9759613871574402,-0.923827689252799,-0.9255443811416626,0.0010928809642791748,0.004890337120741607,0.0021365561988204718
171,171.0,-0.8515242501525413,-0.8518819808959961,-0.1970049561222847,-0.1968649923801422,0.00024885684251785284,0.002980545163154602,0.0028603128157556053
172,172.0,-0.9270303924226234,-0.9272289872169496,-0.10186686948083096,-0.10177939385175704,0.00014303997159004211,0.00257718050852418,0.002585312118753791
173,173.0,-0.6129217735454703,-0.6108162999153137,0.4111378666704233,0.4103450179100037,0.0014491677284240725,0.009515020996332169,0.006696294527500868
174,174.0,0.15822503426317988,0.17834676802158356,0.4220178076264795,0.4216480851173401,0.010245732963085176,0.011347327381372452,0.010650897398591042
175,175.0,-0.7221049015955819,-0.7238306403160095,0.6232013629155241,0.6230115294456482,0.000957787036895752,0.008567130193114279,0.008298561908304691
176,176.0,-0.8993396552963091,-0.8990055322647095,-0.7983778321174246,-0.799125075340271,0.0005407035350799562,0.004883892368525268,0.002408538479357958
177,177.0,0.5819687249539901,0.5052386522293091,0.5149597635964989,0.5139139294624329,0.03888794779777527,0.02670029178261757,0.025034062564373016
178,178.0,-0.9977329354879508,-0.9970028400421144,-0.7259894578152583,-0.8598952889442444,0.06731796264648438,0.0024617984890937805,0.008196039125323296
179,179.0,-0.7264427686408769,-0.7258037328720093,0.10803945913705276,0.10780084878206253,0.0004388168454170227,0.006415950134396553,0.00560506759211421
180,180.0,-0.9101000007822866,-0.9091331958770752,-0.4886915435727721,-0.4887479841709137,0.0005116164684295653,0.002746687037870288,0.001915770350024104
181,181.0,-0.9121792717086832,-0.9121269583702089,-0.5318341404396014,-0.5319360494613647,7.712841033935547e-05,0.002149749780073762,0.002083145547658205
182,182.0,-0.9324873949579828,-0.9321146607398988,0.1103528292060315,0.10999573767185213,0.00036489963531494135,0.0043187583796679965,0.003892098320648074
183,183.0,-0.4829963354864555,-0.4766718149185181,-0.5971015092907239,-0.5970309376716614,0.003197550773620605,0.0047727166675031185,0.004397827666252852
184,184.0,-0.9904530812324928,-0.9902076125144958,-0.569093435171534,-0.5689694881439209,0.00018468499183654785,0.0022040421608835463,0.001847187872044742
185,185.0,-0.9956195501923816,-0.9953155517578124,-0.5415968266098332,-0.5378701686859131,0.00201532244682312,0.002857740735635161,0.0023588514886796474
186,186.0,0.31038877138332177,0.3150782883167267,-0.8252113704925615,-0.8253147602081299,0.0023964643478393555,0.011399842798709871,0.011047613807022572
187,187.0,-0.7647620503529089,-0.7664597034454346,-0.7304331372834993,-0.730718731880188,0.000991612672805786,0.0039834012277424335,0.0025711250491440296
188,188.0,-0.8710378151260502,-0.8716645836830139,0.319376513306578,0.31951186060905457,0.00038105249404907216,0.004853446036577225,0.004665653221309185
